designation,ra,dec,parallax,pmra,pmdec,radial_velocity,bp_rp,phot_g_mean_mag,in_dr2,in_meingast,in_roser,mean_pmem,fit_group
Gaia DR2 958297608506090880,97.961375,41.495071,35.897675,-6.246981,-208.228340,,3.342,13.065,,,True,0.9991,tails
Gaia DR2 957362817463946496,98.011394,40.401828,26.659921,-7.834703,-152.522000,38.832,1.209,9.039,,,True,0.9997,tails
Gaia DR2 2924626992026580864,98.020965,-23.818527,9.353795,0.161150,48.968691,,2.888,15.938,,,True,0.9992,tails
Gaia DR2 5581976550014928896,98.342548,-34.288366,10.867267,-1.229256,73.173478,,2.418,14.226,,,True,0.9996,tails
Gaia DR2 3356887820841090048,98.623201,14.903377,15.504986,-6.235581,-23.539338,,3.404,16.881,,,True,0.9981,tails
Gaia DR2 2939544787837377792,98.708951,-19.333313,13.397038,-3.151201,61.021577,,3.088,15.977,,,True,0.9997,tails
Gaia DR2 3352156862823822592,98.846551,11.817966,9.958262,-2.765298,-6.813005,44.637,1.416,11.807,,,True,0.9692,tails
Gaia DR2 2938745649042188160,99.051471,-21.184223,10.407808,-4.095360,49.657859,,2.866,15.347,,,True,0.9994,tails
Gaia DR2 2951798192092949760,99.056251,-13.097301,9.473645,-3.281336,32.992106,,2.043,13.555,,,True,0.9997,tails
Gaia DR2 3001817381221966976,99.101314,-11.068342,8.383489,-2.379691,25.847672,,2.754,16.127,,,True,0.9995,tails
Gaia DR2 2953751268343308416,99.208468,-11.425056,11.295663,-3.336620,36.597902,,0.483,7.428,,,True,0.9998,tails
Gaia DR2 5583442989288473728,99.459787,-33.197998,11.768741,-2.653145,68.846311,,3.383,17.357,,,True,0.0054,tails
Gaia DR2 3326608099542283136,99.751205,9.423199,9.457444,-5.886412,-7.094327,,2.547,15.447,,,True,0.7221,tails
Gaia DR2 3130595206723798400,99.916687,4.061572,15.044772,1.981342,-4.483285,36.160,1.633,10.731,,,True,0.0000,tails
Gaia DR2 2953244599640280064,99.977709,-13.057536,13.680914,-7.067457,51.858182,,2.537,13.898,,,True,0.9308,tails
Gaia DR2 3351859002551512832,100.102369,11.351575,9.027358,-5.600970,-11.653672,,2.295,14.403,,,True,0.0137,tails
Gaia DR2 3103756230969954688,100.172785,-4.962438,9.120749,-2.259896,14.275049,38.233,1.465,12.130,,,True,0.0000,tails
Gaia DR2 966561537900256512,100.303318,47.738057,24.857321,-16.618856,-170.643140,,-0.100,14.845,,,True,0.9599,tails
Gaia DR2 2953892486866011008,100.630843,-11.394537,8.931673,-4.923643,28.001424,,3.069,15.835,,,True,0.9996,tails
Gaia DR2 5556273541569781504,100.716036,-44.082409,12.541357,-8.281594,100.073890,,2.705,15.131,,,True,0.9997,tails
Gaia DR2 2927299251961894656,100.976682,-19.949195,13.748257,-9.040515,63.580070,,2.934,15.292,,,True,0.9998,tails
Gaia DR2 2945478749017604864,101.003677,-18.602296,12.910606,-7.400156,56.751709,,3.153,16.132,,,True,0.9996,tails
Gaia DR2 2918888503402675968,101.277429,-27.499832,16.874280,-14.868226,96.480741,,3.086,15.344,,,True,0.9990,tails
Gaia DR2 2953812703554018560,101.293611,-11.747070,13.772406,-9.041899,37.890244,26.797,2.079,12.933,,,True,0.0000,tails
Gaia DR2 5577212464913452032,101.478282,-37.730202,12.760660,-8.769632,83.450249,15.167,0.868,9.615,,,True,0.0000,tails
Gaia DR2 5577212950247271552,101.536131,-37.689184,11.620054,-9.816430,82.227847,,2.411,13.979,,,True,0.9995,tails
Gaia DR2 2947197732362141440,102.111736,-16.012176,13.550720,-8.286060,48.568176,39.332,1.796,11.924,,,True,0.0021,tails
Gaia DR2 3385147095037717504,102.324223,26.962550,10.325182,-6.014190,-24.611781,,2.534,14.320,,,True,0.0000,tails
Gaia DR2 944572026899000704,102.498602,39.434353,24.867597,-21.804451,-120.752023,,2.825,13.668,,,True,0.6420,tails
Gaia DR2 2949241655762051200,102.518314,-13.751263,9.211390,-8.641123,33.165022,,2.539,15.003,,,True,0.9998,tails
Gaia DR2 3365344753181121536,102.713733,18.689977,9.609149,-9.412625,-17.211237,,2.604,16.490,,,True,0.6465,tails
Gaia DR2 5609035492519586432,103.081726,-28.690955,12.085260,-13.032149,71.569157,,2.845,15.054,,,True,0.9998,tails
Gaia DR2 3366299365495875456,103.304626,21.320107,9.278560,-9.069522,-25.265949,-22.568,0.715,9.445,,,True,0.0000,tails
Gaia DR2 3366298235922949504,103.377672,21.285119,9.182432,-9.873040,-25.428317,,1.842,13.258,,,True,0.9991,tails
Gaia DR2 5582919621754804608,103.416833,-33.278478,10.710624,-12.265206,69.315925,,2.889,15.757,,,True,0.9994,tails
Gaia DR2 2921903776605684352,103.534508,-24.770235,15.886596,-15.667373,66.647137,,2.816,14.924,,,True,0.0000,tails
Gaia DR2 3380479015342121600,103.678273,24.245141,32.057000,-35.914873,-96.881260,-3.960,0.735,6.698,,,True,0.0000,tails
Gaia DR2 3364194973258392064,103.976821,17.118734,9.452118,-11.315851,-15.475160,47.337,1.429,11.948,,,True,0.9981,tails
Gaia DR2 5579458496588947712,104.228223,-34.784570,14.293257,-17.591831,95.874223,,3.176,16.216,,,True,0.9998,tails
Gaia DR2 2920743757478135680,104.632365,-26.335371,16.332024,-24.464834,91.775384,,3.052,14.687,,,True,0.9982,tails
Gaia DR2 5607892520120136192,105.083994,-29.852951,7.200946,-8.555741,35.922568,,2.349,14.909,,,True,0.0000,tails
Gaia DR2 5508134998360905984,105.348810,-49.666127,11.178269,-16.668671,96.778265,,3.283,17.316,,,True,0.9995,tails
Gaia DR2 5610363324609417856,105.577667,-28.407600,6.838613,-10.906506,40.413151,,2.914,16.828,,,True,0.9974,tails
Gaia DR2 5607611934198841856,105.675214,-30.508820,7.025612,-8.838783,34.770941,,2.380,15.782,,,True,0.0000,tails
Gaia DR2 3361677950624311808,105.902618,17.854901,26.258967,-38.962690,-53.942665,1.063,2.407,12.360,,,True,0.0000,tails
Gaia DR2 3361678053703522560,105.908500,17.858126,26.219907,-43.198401,-55.109238,-0.938,1.526,10.013,,,True,0.0000,tails
Gaia DR2 3361271509279682176,105.970629,17.414259,25.994633,-41.859604,-54.279034,,3.344,15.479,,,True,0.9849,tails
Gaia DR2 3128591106262731264,106.043294,5.212980,23.312650,-49.482399,7.732548,0.957,1.026,8.835,,,True,0.0000,tails
Gaia DR2 5609535912048504320,106.046853,-28.973119,17.531884,-25.471835,104.821788,,2.835,15.116,,,True,0.9974,tails
Gaia DR2 5610504994109489024,106.114511,-27.809686,7.152216,-11.201916,41.884611,,2.503,15.078,,,True,0.9996,tails
Gaia DR2 3368231241785671168,106.432531,22.820367,23.289794,-41.844232,-66.375041,,2.542,12.599,,,True,0.9969,tails
Gaia DR2 5604267327205402112,106.553233,-31.884632,7.013192,-11.757636,45.136499,,2.619,15.661,,,True,0.9996,tails
Gaia DR2 5604219910765767680,107.022335,-32.227866,14.101838,-20.428027,83.240773,,3.571,17.188,,,True,0.6845,tails
Gaia DR2 5603521858322348672,108.311201,-32.068550,12.583471,-22.799111,71.453075,29.235,0.927,9.706,,,True,0.0000,tails
Gaia DR2 5603479458405174528,108.499070,-32.346290,6.836363,-14.181044,42.078046,,2.323,15.628,,,True,0.5875,tails
Gaia DR2 3168265196643176832,109.523039,16.540231,35.473450,-47.175349,-36.506771,,0.219,3.430,,,True,0.0000,tails
Gaia DR2 3168265196642972288,109.524645,16.542494,32.868560,-44.567051,-37.545461,,1.483,9.527,,,True,0.0000,tails
Gaia DR2 949761549983094656,109.597568,42.795459,22.891738,-46.952435,-138.745904,25.600,2.111,11.836,,,True,0.0000,tails
Gaia DR2 5589172372585321728,110.909165,-36.990323,12.983201,-31.166726,89.911822,,2.972,15.618,,,True,0.9997,tails
Gaia DR2 895582736567362944,114.229257,36.738529,25.379864,-78.861085,-127.985551,,3.099,14.382,,,True,0.9702,tails
Gaia DR2 5493855503413548544,114.477121,-50.774833,11.363263,-35.831913,94.746694,,2.926,15.757,,,True,0.9996,tails
Gaia DR2 5493936038342574464,114.720086,-50.324195,11.043472,-34.416745,91.761019,,3.509,17.469,,,True,0.9997,tails
Gaia DR2 868959986646418560,115.265256,25.911835,22.118912,-62.170991,-68.239208,,3.791,16.873,,,True,0.9717,tails
Gaia DR2 675007406816259712,118.247953,22.556116,29.378896,-85.995000,-61.640633,56.828,1.724,10.364,,,True,0.0000,tails
Gaia DR2 5488365607496188160,118.638838,-54.601248,12.080963,-47.547679,103.196502,,3.523,17.262,,,True,0.9989,tails
Gaia DR2 5513947016827330816,118.774201,-50.733452,12.315507,-41.718261,87.996663,,2.668,15.130,,,True,0.0012,tails
Gaia DR2 5512765351065779584,119.267380,-52.882629,12.319160,-49.701847,102.371149,,2.675,14.613,,,True,0.9990,tails
Gaia DR2 877096132174037504,119.429999,28.924082,21.541488,-70.967167,-66.767885,,2.717,13.889,,,True,0.0799,tails
Gaia DR2 1750816651978245248,311.127752,8.907516,40.797525,208.698691,97.751620,,2.625,11.373,,,True,0.9955,tails
Gaia DR2 1750816656275568000,311.128884,8.903475,40.491284,201.447088,97.724709,-28.474,2.076,10.457,,,True,0.0000,tails
Gaia DR2 6885342959337741184,316.794954,-13.923143,57.434145,383.236645,-50.375974,-32.949,1.049,6.930,,,True,0.0894,tails
Gaia DR2 2165790314756978432,318.531811,49.410256,19.327059,115.172153,117.711401,,2.480,14.042,,,True,0.9762,tails
Gaia DR2 2170861124950678784,321.562786,49.305048,7.155808,43.758507,39.287550,,2.223,14.735,,,True,0.9995,tails
Gaia DR2 1978721532398766848,322.483990,48.909260,7.382840,47.698865,40.317221,,2.919,18.044,,,True,0.9993,tails
Gaia DR2 1978445868531580160,323.577870,48.264891,7.391530,46.693488,39.569234,,3.068,16.711,,,True,0.9987,tails
Gaia DR2 1978849732896887680,324.507162,48.838205,7.875367,60.390452,47.276039,,2.260,15.096,,,True,0.0000,tails
Gaia DR2 1978906632625126400,324.800874,49.496166,7.904337,52.139958,41.136438,,3.069,17.104,,,True,0.9993,tails
Gaia DR2 1974650728035622272,326.310792,46.827240,8.704836,60.225938,44.595125,,1.407,12.020,,,True,0.9996,tails
Gaia DR2 2173543349200848896,326.349001,54.100551,6.976204,48.258185,37.923563,,2.875,16.282,,,True,0.9994,tails
Gaia DR2 2174714840172860928,327.076971,54.950575,6.951784,45.861835,35.953947,,3.256,18.140,,,True,0.9990,tails
Gaia DR2 1974398394424385408,327.390736,46.288499,9.013068,62.112149,45.487004,,2.663,15.552,,,True,0.9991,tails
Gaia DR2 1795943907717074304,327.609795,24.408073,14.811264,103.617163,53.295542,-21.288,2.129,12.772,,,True,0.9982,tails
Gaia DR2 1799986197794486272,327.755604,27.341405,15.416765,113.042089,59.010423,,3.149,15.738,,,True,0.9994,tails
Gaia DR2 1974734432661544320,328.360899,47.316065,9.138511,67.688617,47.895095,,2.551,16.407,,,True,0.9897,tails
Gaia DR2 1979866781155820928,328.636954,50.735384,7.309139,49.399518,35.198881,,2.536,15.499,,,True,0.9978,tails
Gaia DR2 1979766725594384256,328.703425,50.098462,7.432607,52.617632,37.828868,,3.028,17.388,,,True,0.9994,tails
Gaia DR2 1947829275747165568,328.801400,33.131604,16.862399,121.623995,68.541282,,2.497,12.571,,,True,0.9996,tails
Gaia DR2 1976474886555426560,329.300823,49.041397,5.879010,43.418430,31.012880,,2.875,17.391,,,True,0.9349,tails
Gaia DR2 1981159944268378752,329.347921,52.692687,6.045585,41.928941,30.100332,,2.969,17.413,,,True,0.9995,tails
Gaia DR2 1896058397093385088,329.360797,27.855175,18.074341,128.990562,67.883012,,3.426,16.106,,,True,0.9948,tails
Gaia DR2 1979608533359709312,329.429222,50.318191,7.644895,53.375147,37.945324,,2.913,16.340,,,True,0.9993,tails
Gaia DR2 1781074941393024896,329.431961,21.268222,18.472104,139.353579,60.701374,,3.230,15.722,,,True,0.9992,tails
Gaia DR2 1976396928609374336,329.540148,48.503337,17.448313,129.099250,87.303339,,3.407,15.742,,,True,0.9996,tails
Gaia DR2 1782815021622869760,329.868812,22.670480,17.134793,131.073847,58.588412,,2.593,14.794,,,True,0.9982,tails
Gaia DR2 1782814678025484160,329.897202,22.637692,16.851623,130.855293,59.906697,-51.794,1.866,11.359,,,True,0.0000,tails
Gaia DR2 1980221270572937472,330.355589,51.144168,5.771049,40.359371,26.347244,,3.038,17.428,,,True,0.9897,tails
Gaia DR2 1980391110760865792,330.454724,51.854897,7.515594,53.169975,36.716669,,3.295,17.626,,,True,0.9994,tails
Gaia DR2 1980420179099806848,330.473096,52.278644,6.666182,48.031199,32.684090,,3.031,17.326,,,True,0.9995,tails
Gaia DR2 2728164536385011712,330.530054,11.568122,15.269567,116.031412,35.672938,-33.861,0.698,7.635,,,True,0.0020,tails
Gaia DR2 1975257594040212608,330.559180,46.808163,19.294918,149.017622,93.984490,,1.647,10.379,,,True,0.9994,tails
Gaia DR2 1980016589613483648,330.727177,50.951127,6.056467,43.346080,28.970189,,2.380,15.753,,,True,0.9995,tails
Gaia DR2 2005649882148603008,331.246987,55.080440,6.979217,56.191409,37.248516,,0.651,9.209,,,True,0.0771,tails
Gaia DR2 2005649843474064768,331.278488,55.083346,7.046751,55.331014,37.907143,-10.942,1.336,12.387,,,True,0.8237,tails
Gaia DR2 2004476359644546816,331.396443,52.800014,7.412146,57.942768,37.199464,-44.327,0.768,9.135,,,True,0.0000,tails
Gaia DR2 1975769932101556864,331.470583,48.188099,7.116213,56.638061,35.115424,,2.166,15.351,,,True,0.2875,tails
Gaia DR2 2005559859631674496,331.628397,54.362261,6.831246,49.977393,33.452772,,2.548,15.543,,,True,0.9996,tails
Gaia DR2 2004507798806391424,331.989179,53.100309,6.059127,42.819324,27.710098,,2.508,15.763,,,True,0.9984,tails
Gaia DR2 1975394002200294528,332.236705,46.734032,18.094957,138.659215,83.689116,,3.247,15.866,,,True,0.9996,tails
Gaia DR2 1976738258251413248,332.312007,49.640194,7.088127,55.202700,34.301723,-42.487,0.827,8.532,,,True,0.0000,tails
Gaia DR2 1891978727917684480,332.476245,26.518839,18.208844,147.267677,64.921272,,2.714,14.850,,,True,0.9934,tails
Gaia DR2 2004189730706664448,332.485595,52.196761,6.223767,47.609497,30.915271,,3.061,17.626,,,True,0.9963,tails
Gaia DR2 1975542367550534528,333.390001,47.650710,8.862330,66.404872,38.858491,,3.447,17.352,,,True,0.9992,tails
Gaia DR2 2001126319512092544,333.463580,51.684932,8.537219,63.628085,39.980062,,2.781,15.622,,,True,0.9994,tails
Gaia DR2 2004586654403158912,333.931165,53.689191,9.771201,74.228152,45.290246,,3.319,17.380,,,True,0.9995,tails
Gaia DR2 2001256027524161408,334.619247,52.262040,7.352692,55.903272,33.248861,,2.805,16.049,,,True,0.9996,tails
Gaia DR2 1905961938843819520,334.849133,35.735925,18.091966,139.310812,69.289909,-16.842,1.521,10.724,,,True,0.9998,tails
Gaia DR2 1999665618306226944,334.968252,49.114807,10.660657,83.152307,47.079256,,3.037,16.020,,,True,0.9996,tails
Gaia DR2 1987529380754898048,334.992158,48.066855,8.940021,69.722142,38.880076,,2.987,16.107,,,True,0.9994,tails
Gaia DR2 2000977988519741184,335.106076,51.549727,7.471214,56.844850,33.396106,,2.335,14.286,,,True,0.9996,tails
Gaia DR2 1962443060894128896,335.133568,46.501340,9.794689,77.293883,42.087583,,2.969,16.252,,,True,0.9993,tails
Gaia DR2 2733735658723810560,335.212262,12.657652,15.736403,132.237400,35.071943,,3.015,15.588,,,True,0.9197,tails
Gaia DR2 1958732071707569792,335.441089,43.285142,15.237838,120.077064,62.661485,,3.344,16.408,,,True,0.9996,tails
Gaia DR2 2006058007121738752,335.614215,56.243732,10.276168,79.803159,46.367845,,3.085,16.677,,,True,0.9994,tails
Gaia DR2 2000062228460812928,335.703332,50.292944,11.950692,96.058697,52.726298,,3.661,17.713,,,True,0.9992,tails
Gaia DR2 2200332881281300224,335.751029,58.805359,10.170686,89.012169,52.654594,,0.516,18.695,,,True,0.4826,tails
Gaia DR2 1879073038387395200,335.966195,25.401455,20.201020,158.823333,62.339674,,3.093,14.718,,,True,0.9994,tails
Gaia DR2 1987643798683940736,336.044987,48.454784,10.679447,84.045712,46.608567,,2.698,14.615,,,True,0.9996,tails
Gaia DR2 2737202212727684352,336.156406,16.897145,15.898627,124.911457,39.616218,,0.856,8.101,,,True,0.9995,tails
Gaia DR2 1987450834393328256,336.295759,48.143160,13.074592,104.333009,55.091479,,2.333,13.546,,,True,0.9994,tails
Gaia DR2 2001782384353668608,336.583454,53.369476,8.476511,65.648050,36.715382,,2.342,14.584,,,True,0.9996,tails
Gaia DR2 2007796919114392064,336.913404,57.112351,10.565913,83.914925,47.444153,,2.965,15.784,,,True,0.9996,tails
Gaia DR2 1957864969350573696,336.959249,42.862016,12.389533,98.233802,49.475715,,2.717,14.466,,,True,0.9996,tails
Gaia DR2 1986234052975086720,337.061608,45.992530,10.159206,81.453325,41.350389,,2.889,15.516,,,True,0.9994,tails
Gaia DR2 2001767437866283264,337.222492,53.593120,8.873357,71.638778,38.538568,,3.192,17.248,,,True,0.9992,tails
Gaia DR2 2006669503070244224,337.368169,55.772799,8.319144,67.466732,36.111001,,3.212,17.262,,,True,0.9981,tails
Gaia DR2 2001441879344015872,337.431817,52.409651,8.547181,63.409032,36.189813,,2.958,16.242,,,True,0.9501,tails
Gaia DR2 1873525349389584768,337.453248,19.884007,16.880866,126.810830,43.233440,,3.074,15.606,,,True,0.8441,tails
Gaia DR2 2000203794879814144,337.476070,50.370614,11.135026,88.240076,47.049367,,2.974,15.855,,,True,0.9996,tails
Gaia DR2 2003051255128947072,338.210358,53.342917,11.295060,91.729626,47.848252,,2.986,16.004,,,True,0.9996,tails
Gaia DR2 2002162609213275904,339.025610,52.565341,7.333500,57.883701,29.134047,,2.825,16.098,,,True,0.9992,tails
Gaia DR2 2002165976468011264,339.167783,52.722611,7.692553,61.606755,31.922659,-7.935,1.571,12.797,,,True,0.9999,tails
Gaia DR2 1983669678323936128,339.329743,46.849197,11.613803,95.404811,46.088668,,3.058,16.059,,,True,0.9996,tails
Gaia DR2 1934103492280913536,339.858794,43.326477,9.512441,74.626992,34.307614,,2.933,15.251,,,True,0.9986,tails
Gaia DR2 1933446602803363072,339.949167,42.436254,16.478321,136.751649,61.346881,,2.921,15.001,,,True,0.9997,tails
Gaia DR2 2002290599238603648,340.238289,53.094052,12.514259,101.992647,52.230301,,2.495,13.884,,,True,0.9957,tails
Gaia DR2 1983519771082745856,340.746461,46.690987,16.692271,139.295311,62.156302,,3.286,16.156,,,True,0.9995,tails
Gaia DR2 2833611377980137984,341.162064,18.971390,19.550388,158.818705,47.939926,,3.930,17.264,,,True,0.9980,tails
Gaia DR2 1982298935217622784,341.283565,44.552790,11.877101,99.376630,44.201392,,3.595,17.028,,,True,0.9996,tails
Gaia DR2 1989734863644229632,341.663995,51.636961,13.268810,111.856738,50.500745,,3.124,15.456,,,True,0.9996,tails
Gaia DR2 1887703483112178944,341.686250,29.693511,22.725896,189.769707,67.679604,,3.803,16.716,,,True,0.9995,tails
Gaia DR2 1932616162285694592,341.920591,40.474407,31.909791,259.951476,104.613314,-10.821,2.327,11.827,,,True,0.9974,tails
Gaia DR2 1890425839540910848,341.977720,31.871759,53.925299,462.632987,177.917024,,2.532,11.782,,,True,0.9869,tails
Gaia DR2 2002737516355965824,342.561657,54.241785,12.157220,99.622164,44.990325,,2.284,13.430,,,True,0.9988,tails
Gaia DR2 1990030112571507200,342.779170,51.419389,7.863361,72.951696,30.817112,,3.051,17.754,,,True,0.2285,tails
Gaia DR2 1990371545300340352,343.389493,52.857243,8.603109,69.505580,30.286323,,2.874,16.219,,,True,0.9986,tails
Gaia DR2 1989265814549164928,343.533660,51.264020,7.552374,63.031084,26.463123,,2.973,16.925,,,True,0.9991,tails
Gaia DR2 1882570138198421120,343.548344,25.466207,43.129438,370.579367,111.449044,,3.862,15.337,,,True,0.9994,tails
Gaia DR2 1928393178641039232,343.782497,38.225230,11.974243,97.015006,34.662939,,2.399,13.940,,,True,0.8541,tails
Gaia DR2 1989292340268098432,343.849176,51.470486,8.148403,67.054581,28.086677,,3.448,17.439,,,True,0.9991,tails
Gaia DR2 2003745905957224704,343.850371,56.020575,10.334146,86.808484,37.165973,,3.284,17.531,,,True,0.9995,tails
Gaia DR2 1884350900359879552,343.994836,28.379991,25.352667,225.151335,74.367608,,3.913,16.345,,,True,0.9988,tails
Gaia DR2 1989017982061414656,344.188237,50.763204,9.688757,86.169302,37.648155,,2.867,15.965,,,True,0.7336,tails
Gaia DR2 2009732231362330880,344.450509,55.966095,11.226757,93.458441,39.469102,,2.731,15.423,,,True,0.9991,tails
Gaia DR2 1989355532129266176,344.655156,51.785553,9.873578,87.312641,34.537949,,3.279,17.290,,,True,0.9970,tails
Gaia DR2 1985580977428219648,344.720048,48.936742,10.346514,87.017402,35.114616,,2.874,15.724,,,True,0.9996,tails
Gaia DR2 2002675462669287040,344.786179,54.837880,9.446194,78.136843,31.972230,,3.076,16.107,,,True,0.9985,tails
Gaia DR2 1930151091575298688,344.900257,40.083469,13.165448,111.948401,41.186935,,3.389,16.843,,,True,0.9996,tails
Gaia DR2 2661992314557186048,345.151881,3.638215,37.632209,315.110898,43.419662,,2.566,12.311,,,True,0.7850,tails
Gaia DR2 1989384188151530112,345.268478,52.087087,10.240227,87.367143,35.751897,,2.291,14.002,,,True,0.9995,tails
Gaia DR2 1911016531234217728,346.517464,32.824357,18.401323,174.803402,58.185204,,2.647,15.200,,,True,0.0495,tails
Gaia DR2 1936423839773095808,346.556695,47.077501,14.163122,123.714309,44.919561,,2.694,14.648,,,True,0.9997,tails
Gaia DR2 1995439439203794176,347.068509,52.941856,15.502567,137.219954,51.449923,,2.414,13.461,,,True,0.9996,tails
Gaia DR2 1911147476197042688,347.125102,33.292576,24.737741,218.746791,66.454657,,3.240,15.148,,,True,0.9996,tails
Gaia DR2 1992106785100530048,347.298594,51.427155,11.631122,106.041916,38.811264,,3.223,15.986,,,True,0.9965,tails
Gaia DR2 1911189188919585152,347.503839,33.754550,17.084038,149.135077,43.050211,-15.413,2.265,13.369,,,True,0.7711,tails
Gaia DR2 1990725798492120320,348.298177,49.485152,10.155955,87.421284,29.651323,,3.112,16.511,,,True,0.9991,tails
Gaia DR2 1942527533757602176,348.594267,48.397779,16.626926,146.766306,49.470061,,1.050,9.004,,,True,0.9996,tails
Gaia DR2 1937984287287329920,348.673523,44.765421,13.222341,118.675395,39.538919,,3.207,16.765,,,True,0.9995,tails
Gaia DR2 1941569519830964992,349.183617,47.454487,14.051984,123.744607,41.869524,,-0.106,16.376,,,True,0.9994,tails
Gaia DR2 1992636440465254784,349.295574,52.559204,7.816169,67.106685,22.235818,,2.782,16.743,,,True,0.9990,tails
Gaia DR2 1990864332658892288,349.595175,50.168202,10.812768,95.216422,31.209782,,3.050,16.285,,,True,0.9996,tails
Gaia DR2 1936792210526866816,350.342393,43.635615,22.031148,197.095550,61.291113,,3.246,14.753,,,True,0.9993,tails
Gaia DR2 1997236831475459328,350.583412,56.402560,10.370727,92.173228,30.123708,,3.133,15.714,,,True,0.9996,tails
Gaia DR2 1923544057484996224,351.274365,41.011050,19.107511,170.799864,48.942781,,3.049,14.889,,,True,0.9996,tails
Gaia DR2 1941730563925465216,351.833238,47.706086,14.765286,132.993802,39.279749,,2.738,14.668,,,True,0.9996,tails
Gaia DR2 1938351043138079616,351.973654,46.002464,13.607380,123.436432,36.599985,,3.438,17.074,,,True,0.9992,tails
Gaia DR2 1912844881632859392,352.863118,36.377314,18.762837,170.999686,44.316615,,3.136,14.795,,,True,0.9996,tails
Gaia DR2 1997756625600681600,353.096694,56.235060,10.001037,90.382408,25.003977,,2.578,14.985,,,True,0.9996,tails
Gaia DR2 1993127612924549760,353.157236,52.190071,12.527096,114.303815,30.944666,,2.318,13.608,,,True,0.9996,tails
Gaia DR2 1944742641670771072,353.621390,51.054653,12.888472,117.631703,31.364314,,2.984,15.946,,,True,0.9996,tails
Gaia DR2 1943330903099293440,353.982857,48.620344,9.743697,85.580463,21.980228,,2.720,15.135,,,True,0.9984,tails
Gaia DR2 1923877243868113792,354.036415,42.362897,14.108457,130.101683,33.500885,,3.627,17.374,,,True,0.9995,tails
Gaia DR2 1994127446951806976,354.487285,53.824016,12.546745,113.656054,27.194265,,3.363,16.821,,,True,0.9967,tails
Gaia DR2 1994395281113250816,354.755951,54.598965,9.670612,87.042411,20.543924,,2.739,16.605,,,True,0.9943,tails
Gaia DR2 1940419671187441792,355.205082,48.649050,11.890887,106.476630,25.700121,,2.707,14.567,,,True,0.9993,tails
Gaia DR2 1943568775569686656,355.918807,49.999251,12.817991,115.614872,28.496134,,3.034,15.318,,,True,0.9991,tails
Gaia DR2 2827050523379739392,356.003971,22.700962,25.570374,226.843834,43.727131,,3.176,14.700,,,True,0.9909,tails
Gaia DR2 1925510121715866496,356.029331,43.289088,17.250908,161.138171,38.074775,,2.594,13.720,,,True,0.9993,tails
Gaia DR2 2011744784325534336,357.047183,60.349852,19.869620,178.355855,38.955159,,3.068,15.278,,,True,0.9972,tails
Gaia DR2 1921730687931135360,357.853384,42.070656,22.897335,213.407028,43.851947,,3.421,14.971,,,True,0.9996,tails
Gaia DR2 1945436433509785088,358.247105,53.126442,11.927868,110.826191,21.990001,,3.343,16.996,,,True,0.9996,tails
Gaia DR2 1939712960089310720,358.379554,48.440662,11.943613,113.354045,23.441364,,2.765,15.020,,,True,0.9987,tails
Gaia DR2 1999582158500111872,358.971475,59.967427,12.172061,122.795867,24.681814,,3.102,16.737,,,True,0.0343,tails
Gaia DR2 2740276790837215488,359.546299,3.890100,29.668042,283.755075,41.315201,,3.273,14.775,,,True,0.9992,tails
